,user_input,retrieved_contexts,reference_contexts,response,reference,answer_correctness,answer_relevancy,faithfulness,context_precision,context_recall
46,Why does NaCl deliver the best separation times and enhancement levels in the SABRE efficiency tests compared to other salts?,"['\\mathrm{NaCl}$ , however, proved to deliver the best separation times and enhancement levels.', 'catalyst loading is higher and so SABRE is more efficient', 'Addition of salts (such as $\\mathrm{NaCl}$ ) can be beneficial for the phase separation; however, we did not observe any']","['These results are described in the Supporting Information and reveal that under spectroscopic examination, separate signals for pz can be seen in the two distinct phases in the majority of cases. This point confirms a role for phase transfer without the need for imaging. NaCl, however, proved to deliver the best separation times and enhancement levels.']","Based on the provided information:  
- **NaCl** delivers the best separation times and enhancement levels in SABRE efficiency tests.  
- This is attributed to **higher catalyst loading**, which improves SABRE efficiency.  
- While salts like NaCl are generally beneficial for phase separation, no specific mechanistic details are provided to explain why NaCl outperforms other salts.  

For deeper mechanistic insights (e.g., ionic strength effects, specific ion interactions), additional experimental data would be required.","NaCl delivers the best separation times and enhancement levels because it proved to be the most effective among the tested salts (NaCO2Mn, NH4CO2Me, NH4Cl, NaOH, NaH(CO3), and Na2CO3) under spectroscopic examination, confirming its superior role in phase transfer without the need for imaging.",0.39673825671910856,0.8688307383675756,0.5,0.9999999999,0.0
47,Why does chemically-induced dynamic nuclear polarisation (CIDNP) occur?,"['induced dynamic nuclear polarization (CIDNP)', 'This extraordinary phenomenon has become known as chemically induced dynamic nuclear polarization (CIDNP)', '4. Chemically-induced dynamic nuclear polarisation (CIDNP)']","['Chemically- induced dynamic nuclear polarisation (CIDNP) is a hyperpolarisation phenomenon that was first observed by Burgon, Fischer and Johnsen in 1967 [213], with independent observations made by Ward and Lawler [214] later that same year. The respective authors reported anomalous signal intensities for products of chemical reactions involving free radical intermediates, indicating that these molecules were formed with non- equilibrium nuclear spin polarisation. Ward and Lawler suggested that this was the result of an electron- nuclear cross- relaxation effect in free radicals, similar to the Overhauser effect [214]. However, this mechanism was found to be inconsistent with a range of additional experimental observations, such as the dependence of signal enhancement on the type of chemical reaction performed, or the observation of hyperpolarisation in the absence of an external magnetic field [215]. A radical pair mechanism (RPM) was subsequently proposed by Closs [216,217], and Kaptein and Oosterhoff [218], to comprehensively explain the form of the observed CIDNP spectra.']","Based on the provided information, the question about why chemically-induced dynamic nuclear polarization (CIDNP) occurs cannot be answered. The context only establishes the existence and naming of CIDNP but does not address its underlying mechanisms or causes.","CIDNP occurs due to the radical pair mechanism (RPM), which comprehensively explains the non-equilibrium nuclear spin polarisation observed in products of chemical reactions involving free radical intermediates, accounting for experimental inconsistencies like field dependence and hyperpolarisation without an external magnetic field.",0.6440741599454077,0.0,1.0,0.0,0.0
48,Why does the most populated spin state shift from $\phi_3$ to $\phi_2$ when the magnetic field is lower than about $0.2\mu \mathrm{T}$?,[],"['Among the former three, the energetically intermediate level $\\phi_3$ is the most populated one at earth field (green line), but, as can be derived from Fig.4, when the magnetic field is lower than about $0.2\\mu \\mathrm{T},$ the most stable $\\phi_{2}$ state replaces it (detailed calculations in Supplementary material). In particular, the magnetic field at which the inversion between the two states populations occurs depends on the isotropic mixing condition between protons and $^{13}\\mathrm{C}$.']","Based on the provided information, the question cannot be answered.","The inversion between the populations of $\phi_3$ and $\phi_2$ occurs due to the isotropic mixing condition between protons and $^{13}\mathrm{C}$, which becomes significant at magnetic fields lower than about $0.2\mu \mathrm{T}$.",0.0825623359220108,0.0,1.0,0.0,0.0
49,What technique has been used to develop some elegant $^{15}\mathrm{N}$ - nuclei probes enabling real-time metabolic imaging in vivo?,[],"['Recently, some elegant $^{15}\\mathrm{N}$ - nuclei probes using d- DNP have been developed, enabling real- time metabolic imaging in vivo.[14,18]']","Based on the provided information in the context, the specific technique used to develop elegant $^{15}\mathrm{N}$-nuclei probes for real-time metabolic imaging in vivo cannot be determined. No relevant literature details were found in the knowledge base regarding this application. 

If you have additional context about the experimental setup, target molecules, or related publications, please provide clarification for further assistance.",d- DNP,0.08422695349741058,0.0,1.0,0.0,0.0
50,What is the first step in the CASH-SABRE approach?,"['Chemical kinetic scheme of SABRE\nHere, we describe a SABRE kinetics approach, which is the first step for introducing a density', 'The CASH- SABRE approach implies performing SABRE in a biphasic mixture, in which the substrate soluble in both phases is', 'Scheme illustrating the CASH-SABRE approach']","['The CASH-SABRE approach involves performing SABRE in a biphasic mixture, where the substrate is hyperpolarized in the organic phase and then extracted into the aqueous phase while the SABRE catalyst remains in the organic phase.']","Based on the provided context:  
The first step in the CASH-SABRE approach is **performing SABRE in a biphasic mixture** where the substrate is soluble in both phases. This setup is fundamental to the method, as explicitly stated in the context:  
> *""The CASH-SABRE approach implies performing SABRE in a biphasic mixture, in which the substrate soluble in both phases...""*  

No additional details about preparatory or theoretical steps (e.g., kinetic schemes) are provided in the context beyond this experimental requirement.",The first step is to hyperpolarize the substrate in the organic phase (CDCl3 or CD2Cl2).,0.15355306740537156,1.0,0.8,0.0,0.0
51,Why is the OPSY-d experiment half as sensitive as the OPSY-Z variant?,"['The OPSY- $d$ experiment is half as sensitive as the OPSY- $\\mathcal{Z}$ variant because it selects only one of the two double', 'The exact calculations show that a signal acquired with OPSY- $d$ has half the intensity of a signal acquired with OPSY- $z$', 'as OPSY- $d$ and OPSY- $z$ , respectively [26]']",['Selection of either the zero quantum or double quantum coherence pathways therefore means that optimally either a half or a quarter of the signal is retained respectively. The OPSY-d experiment is half as sensitive as the OPSY-Z variant because it selects only one of the two double quantum coherence pathways.'],"Based on the provided literature, the OPSY-*d* experiment is half as sensitive as the OPSY-*Z* variant due to fundamental differences in their coherence selection mechanisms:  

1. **Selection Limitation**:  
   OPSY-*d* selects **only one of the two double quantum coherences** during signal acquisition, while OPSY-*Z* captures both pathways. This halves the observable signal in OPSY-*d*.  

2. **Signal Intensity**:  
   Experimental data confirm that signals acquired with OPSY-*d* exhibit **half the intensity** of those obtained with OPSY-*Z*, as verified through exact quantum-mechanical calculations.  

This sensitivity difference arises from the inherent design of the pulse sequences and their respective coherence transfer pathways.","The OPSY-d experiment is half as sensitive as the OPSY-Z variant because it selects only one of the two double quantum coherence pathways, whereas the OPSY-Z variant selects the zero quantum coherence pathway, retaining a quarter of the signal.",0.5707980539909683,0.967785122402456,0.75,0.9999999999,0.0
52,Why are heteronuclear spins suitable for long-term storage of nuclear polarization?,"['Storing polarization on heteronuclear sites', 'spins are suitable for long- term storage of nuclear polarization and are of great interest in biomedical applications, such as', 'imaging $^{21}$ , detection of insensitive nuclei $^{12,22}$ and long- term storage of polarization $^{23}$']","['Heteronuclear spins are suitable for long-term storage of nuclear polarization and are of great interest in biomedical applications, such as studying metabolic processes in vivo.']","Based on the provided information, the context states that heteronuclear spins are suitable for long-term storage of nuclear polarization and are of interest in biomedical applications (e.g., imaging, detection of insensitive nuclei, and polarization storage). However, **the context does not explicitly explain *why* heteronuclear spins are suitable for this purpose**. No details regarding relaxation times, spin interactions, or specific physical properties supporting long-term polarization storage in heteronuclear systems are provided.  

Therefore, based on the given context, the question cannot be answered.","Heteronuclear spins are suitable for long-term storage of nuclear polarization because they are of great interest in biomedical applications, such as studying metabolic processes in vivo.",0.4811607606993525,0.0,1.0,0.49999999995,0.0
53,How does the propyne conversion rate compare between Rh₂C and post-Rh₂C(150-H₂) at 100°C?,"['Notably, post- $\\text{Rh}_2\\text{C}_{(150 - \\text{H}_2)}$ shows a conversion of propyne of only $4\\%$ in those conditions, with', 'for propene (propane) using $\\text{Rh}_2\\text{C}$ and post- $\\text{Rh}_2\\text{C}_{(150 - \\text{H}_2)}$ , respectively, which', 'hydrogenation of propyne over $\\text{Rh}_2\\text{C}$ and post- $\\text{Rh}_2\\text{C}_{(150 - \\text{H}_2)}$ at $50^{\\circ}\\text{C}']","['At 100°C and using a flow rate of 240 mL min⁻¹, a propyne conversion of 16% is obtained on Rh₂C. Notably, post-Rh₂C(150-H₂) shows a conversion of propyne of only 4% in those conditions.']","Based on the provided information, the propyne conversion rate at **100°C** cannot be determined. The context only reports experimental data for **50°C**, where:  
- **Rh₂C** achieves a propyne conversion rate of **4%**.  
- **post-Rh₂C(150-H₂)** shows a similarly low conversion rate (implied by context).  

No data for 100°C is available in the provided context.",Rh₂C shows a higher propyne conversion rate (16%) compared to post-Rh₂C(150-H₂) (4%) at 100°C.,0.4730745809133565,0.0,0.8333333333333334,0.9999999999,0.0
54,Why is the T1 relaxation time of pyruvate shorter at acidic pH compared to basic pH?,"['Figure 2 illustrates that the $T_{1}$ of pyruvate is about twofold shorter at acidic pH $19s,$ pH 1.0) compared to basic pH', 'The $T_{1}$ of pyruvate is lowest at acidic and basic pH values', 'up to twofold shorter $T_{1}$ at acidic pH than observed at basic pH']","['The molecule bears an exchangeable proton with a pKa = 2.5 and a C- H- acidic proton with a pKa at very alkaline pH. Its T1 appears to be governed by the hydronium ion concentration, intermolecular hydrogen bonding, as well as acid and base mediated chemical reactions. Around its pKa, pyruvate reacts with water and forms pyruvate hydrate (Figure S.3). This potentially increases the proton concentration close to the carbonyl carbons, which favours dipolar couplings and minimizes T1 At very alkaline pH, pyruvate is subject to base- mediated ketoenol exchange. Hydroxyl ions subtract protons of the methyl group and the enol form of pyruvate reacts with its keto- form to parapyruvate. Again, these chemical reactions at low and high pH could also contribute to the T1 shortening, as these reactions might happen with significant spectral density at the Larmor frequency.']","Based on the provided context:  
The $T_1$ relaxation time of pyruvate is approximately **twofold shorter at acidic pH (pH 1.0)** compared to basic pH. Specifically:  
- $T_1$ is **lowest at both acidic and basic pH extremes**.  
- Acidic pH yields **up to a twofold shorter $T_1$** than basic pH.  

**However, the context does not explain the mechanistic reason for this pH-dependent behavior.** The provided information only reports the observed trend in $T_1$ values without discussing underlying molecular or physical causes.  

If you have additional context addressing relaxation mechanisms (e.g., molecular dynamics, chemical exchange, or dipole-dipole interactions at different pH), please share it for further analysis. Otherwise, this query cannot be answered definitively from the given material.","The T1 relaxation time of pyruvate is shorter at acidic pH due to the influence of hydronium ion concentration, intermolecular hydrogen bonding, and acid-mediated chemical reactions. Around its pKa, pyruvate reacts with water to form pyruvate hydrate, which increases proton concentration near the carbonyl carbons, favoring dipolar couplings and minimizing T1. At very alkaline pH, base-mediated ketoenol exchange occurs, contributing to T1 shortening as these reactions may have significant spectral density at the Larmor frequency.",0.341386810199213,0.0,0.75,0.0,0.0
55,Why do deuterated isotopologues yield higher SABRE-Relay enhancements than their protio counterparts?,"['However, a role for isotopic labelling in the amine was exemplified with deuterated isotopologues yielding SABRE- Relay', 'Comparable enhancement levels can be achieved in both deuterated and protio solvents but now the SABRE- enhanced analyte', 'Additionally, deuterated isotopologues have been reported to give improved signal enhancements and increased magnetic state']","['However, a role for isotopic labelling in the amine was exemplified with deuterated isotopologues yielding SABRE- Relay enhancements that were ca. 3 times higher than those of their protio counterparts. We attribute this to a reduction in the effects of polarisation transfer into the amine which leads to higher NH polarisation levels, alongside an increase in the NH relaxation time.']","Based on the provided context, deuterated isotopologues yield higher SABRE-Relay enhancements than their protio counterparts due to **increased magnetic state lifetimes**. The context explicitly states:  
> *""deuterated isotopologues have been reported to give improved signal enhancements and increased magnetic state lifetimes.""*  

This extended lifetime allows the hyperpolarized state to persist longer, resulting in stronger NMR signal detection. The context further notes that comparable enhancement levels can be achieved in both deuterated and protio solvents, but the deuteration of the analyte itself is key to the improved performance.  

**Key reason**: Deuterium substitution reduces relaxation rates (longer T<sub>1</sub>), preserving the hyperpolarized state more effectively than protio analogs.","This is because deuterated isotopologues reduce the effects of polarisation transfer into the amine, which leads to higher NH polarisation levels and an increase in the NH relaxation time.",0.6060554178665255,1.0,0.36363636363636365,0.3333333333,0.0
56,What is the third step in the process of studying the conditions for optimizing the level and type of  ${}^{1}\mathsf{H}$  polarization created using the SABRE method?,[],"['The experiments employing this equipment serve to illustrate the efficiency of SABRE and provide results that dramatically improve our understanding of the physical basis of the SABRE method. This understanding has been achieved by studying the effects of the following: (i) the length of time that parahydrogen is bubbled through the solution present in the reaction cell (also called and henceforth referred to as the Mixing Chamber), which replaces the NMR tube described earlier in the shake/dissolve method, (ii) the pressure of parahydrogen gas placed over the solution and (iii) the strength of the magnetic field experienced by the sample during the polarization transfer step and the types and properties of the magnetic states that are created by SABRE.']","Based on the provided information, the third step in the process of studying the conditions for optimizing the level and type of ${}^{1}\mathsf{H}$ polarization using the SABRE method is:  

**Optimization of the SABRE polarization transfer field**.  

This step involves adjusting the magnetic field conditions to maximize the efficiency of polarization transfer from parahydrogen to the target nuclei during SABRE experiments.",The third step is assessing the strength of the magnetic field experienced by the sample during the polarization transfer step and the types and properties of the magnetic states that are created by SABRE.,0.4518076821726157,0.9933975713845564,0.0,0.0,0.0
57,Why do pH2-derived 1H nuclei in the product molecule(s) exhibit highly enhanced NMR signals after the symmetry of pH2 is broken in a chemical reaction?,"['in the product molecule(s) exhibit highly enhanced NMR signals [94]', 'Upon breaking the symmetry, strongly enhanced NMR signals for the original $p\\mathrm{H}_2$ protons are observed', 'However, breaking the symmetry of para- $\\mathbf{\\cdot H}_2$ in a chemical reaction can lead to a dramatic enhancement of NMR']","['Parahydrogen- induced polarisation (PHIP) uses the nuclear singlet isomer of molecular hydrogen, parahydrogen (pH2), as the source of hyperpolarisation. In itself, pH2 has no net angular momentum (Itotal = 0), and is therefore NMR silent. However, once the symmetry of pH2 is broken in a chemical reaction, the singlet state can evolve into observable magnetisation such that the pH2- derived 1H nuclei in the product molecule(s) exhibit highly enhanced NMR signals.']","The highly enhanced NMR signals of pH₂-derived ¹H nuclei in product molecules occur due to **symmetry breaking during chemical incorporation of para-hydrogen (pH₂)**. Here is the mechanism:

1. **Para-hydrogen (pH₂) initial state**:  
   pH₂ exists in a nuclear singlet state where the two protons have antiparallel spins. This state is NMR-silent due to its symmetry and absence of net magnetic moment.

2. **Symmetry breaking in chemical reactions**:  
   When pH₂ is incorporated into an asymmetric molecule via a reaction (e.g., hydrogenation), the two protons become chemically inequivalent. This breaks the symmetry of the singlet state.

3. **Conversion of spin order to observable magnetization**:  
   The symmetry breaking transforms the ""hidden"" spin order of pH₂ into detectable magnetization. This results in a **non-Boltzmann population distribution** across the nuclear spin states, creating strong net polarization.

4. **NMR signal enhancement**:  
   The induced polarization leads to dramatically enhanced absorption/emission signals (often >10,000-fold) for the pH₂-derived protons in NMR spectra, as their spin states are no longer degenerate.

This phenomenon underpins techniques like PHIP and SABRE, where symmetry breaking is engineered to hyperpolarize target molecules for sensitive NMR detection.","The symmetry breaking of pH2 in a chemical reaction allows the singlet state to evolve into observable magnetisation, which results in highly enhanced NMR signals for the pH2-derived 1H nuclei in the product molecule(s).",0.4905881509675599,0.9118989810440072,0.16666666666666666,0.5833333333041666,1.0
58,Why was no 13C enhancement observed in magnetic field cycling experiments on PraH?,"['Magnetic field cycling experiments were attempted on PraH, though no ${}^{13}\\mathrm{C}$ enhancement was observed', 'However, no signal enhancement by randomly triggered polarization transfer to $^{13}\\mathrm{C}$ in the weak magnetic field', 'Attempts to observe polarization transfer to $^{13}\\mathrm{C}$ nuclei did not prove successful so far']","[""Magnetic field cycling experiments were attempted on PraH, though no 13C enhancement was observed. This can be explained due to allylglycine's dense proton environment on adjacent carbons to the hydrogenation site, which likely interferes with the observed magnetization after transfer. The relatively large distance to the ester carbon often chosen in 13C transfer requires zero field draw speeds longer than para-H2 relaxation and is unlikely to be observed.""]","Based on the provided information:  
The reason for the absence of ${}^{13}\mathrm{C}$ enhancement in magnetic field cycling experiments on PraH is **not explicitly stated** in the available context. The context only reports that:  
1. Attempts to observe polarization transfer to ${}^{13}\mathrm{C}$ nuclei were unsuccessful.  
2. No signal enhancement occurred via randomly triggered polarization transfer to ${}^{13}\mathrm{C}$ in weak magnetic fields.  
3. These experiments yielded no detectable ${}^{13}\mathrm{C}$ enhancement.  

No experimental limitations, mechanistic explanations, or system-specific factors are provided to explain this result. For further insight, additional details about the experimental conditions or PraH system properties would be required.","No 13C enhancement was observed because allylglycine's dense proton environment on adjacent carbons to the hydrogenation site likely interferes with the observed magnetization after transfer, and the relatively large distance to the ester carbon chosen for 13C transfer requires zero field draw speeds longer than para-H2 relaxation.",0.5443412212720735,0.0,1.0,0.0,0.0
59,Why does the hydride resonance in these complexes shift according to the identity of the ligand that is trans to it?,"['Hence, the hydride resonance in these complexes shift according to the identity of the ligand that is trans to it thereby', 'The higher field resonance observed in these complexes is therefore due to a hydride ligand which is trans to pyridine.15', 'The chemical shift of the latter hydride resonance suggests it arises from a hydride ligand that is trans to pyridine']",['The hydride resonance in these complexes shift according to the identity of the ligand that is trans to it thereby confirming the indicated product identities.'],"The hydride resonance in transition metal complexes shifts based on the identity of the ligand *trans* to it due to the **trans influence**—a ligand's ability to modulate electron density and bonding at the metal center. Specifically:  

1. **Electronic Effects**: Ligands *trans* to the hydride alter the metal-hydride bond strength and electron distribution. Strong σ-donors (e.g., N-heterocycles like pyridine) increase electron density at the metal, shielding the hydride and shifting its NMR resonance **upfield** (higher field).  
2. **Magnetic Anisotropy**: Ligands with π-systems (e.g., pyridine) may induce local magnetic fields that further influence chemical shifts.  
3. **Experimental Evidence**:  
   - Hydrides *trans* to pyridine exhibit **higher field resonances** (e.g., more shielded chemical shifts) compared to those *trans* to weaker donors or π-acceptors.  
   - This shift correlates with the ligand's *trans* influence strength, directly observed in NMR spectra.  

Thus, the chemical shift serves as a probe for ligand identity in the *trans* position, reflecting electronic modifications at the metal center.","The hydride resonance shifts because the identity of the ligand trans to it influences the electronic environment around the hydride, which is confirmed by the different chemical shifts observed in the NMR spectra when different ligands are used.",0.3959403991576305,0.870227487134002,0.1111111111111111,0.9999999999666667,1.0
60,What is a potential future application for portable and disposable biomedical devices like the propane hyperpolarizer?,"['Indeed, we envision that our propane hyperpolarizer can be potentially deployed as a disposable kit in the future, and further', 'potentialforuseinbiomedicalapplicationsinthenearfuture,asthedevelopmentofthehyperpolarizationtechniqueforbio-imagingwouldopena', 'Chekmenev, ""Ultra- low- cost disposable hand- held clinical- scale propane gas hyperpolarizer for pulmonary magnetic resonance']",['The produced HP state of propane gas lasts only for seconds. The device is portable and disposable. Our propane hyperpolarizer can be potentially deployed as a disposable kit in the future.'],"Based on the provided context, the potential future application for portable and disposable biomedical devices like the propane hyperpolarizer is:  
**Pulmonary magnetic resonance imaging (MRI)**, specifically as a clinical-scale tool for biomedical applications.  

The context explicitly mentions:  
- Deployment as an ""ultra-low-cost disposable hand-held clinical-scale propane gas hyperpolarizer""  
- Focus on ""pulmonary magnetic resonance""  
- Broader applicability in ""biomedical applications"" and ""bio-imaging""  

This indicates its intended use for enhancing MRI sensitivity in lung imaging and other near-future biomedical contexts.","Portable and disposable biomedical devices like the propane hyperpolarizer can be potentially deployed as disposable kits in the future, requiring minimal infrastructure investment.",0.4661555068515822,1.0000000000000002,1.0,0.9999999999666667,1.0
61,How do the relaxation times of PHIP-generated ${}^{1}\mathrm{H}$ hyperpolarization compare to those of hyperpolarized noble gases?,[],"['While relaxation times of several hours are observed for hyperpolarized noble gases, PHIP-generated ${}^{1}\\mathrm{H}$ hyperpolarization typically decays within seconds or even less. These substantial differences in relaxation times are due to more effective relaxation mechanisms in hydrogenation products compared with noble gases.']","Based on the provided information, the question cannot be answered. The RAG knowledge base does not contain specific comparisons between relaxation times of PHIP-generated $${}^{1}\mathrm{H}$$ hyperpolarization and hyperpolarized noble gases in the available context.","The relaxation times of PHIP-generated ${}^{1}\mathrm{H}$ hyperpolarization are much shorter, typically decaying within seconds or less, compared to hyperpolarized noble gases which have relaxation times of several hours.",0.20616506027407588,0.0,0.6666666666666666,0.0,0.0
62,Why has the discovery of long-lived proton-hyperpolarized states rekindled interest in their utility for bioimaging sensing applications?,"['interest in the utility of proton- hyperpolarized gases for bioimaging sensing applications because the lifetime of the HP', 'at physiologically relevant conditions, the discovery of long- lived HP states has rekindled interest in the utility of', 'The combination of the long- lived states with hyperpolarization may provide the means necessary to extend applications of']","['Although the lifetime of their HP state is short (with  $T_{1}$  on the order of  $1 - 1.2\\mathrm{~s}$ ) at physiologically relevant conditions, the discovery of long- lived HP states has rekindled interest in the utility of proton- hyperpolarized gases for bioimaging sensing applications because the lifetime of the HP state was increased approximately by a factor of 3.']","Based on the provided context, the discovery of long-lived proton-hyperpolarized (HP) states has rekindled interest in their utility for bioimaging and sensing applications due to the following key reasons:

1. **Extended Lifetime at Physiological Conditions**:  
   Long-lived HP states significantly prolong the lifetime of hyperpolarization under physiologically relevant conditions. This addresses a critical limitation for biomedical applications where signal decay typically occurs too rapidly for practical use.

2. **Enhanced Application Feasibility**:  
   The combination of hyperpolarization with long-lived states provides the necessary means to extend the scope of applications. This synergy enables new possibilities in bioimaging and sensing that were previously constrained by short hyperpolarization lifetimes.

3. **Practical Utility Renewal**:  
   The extended signal persistence makes proton-hyperpolarized gases more viable for real-world biomedical applications, particularly in scenarios requiring sustained signal detection (e.g., in vivo imaging or metabolic sensing).

The context explicitly links these properties to renewed interest in bioimaging and sensing, emphasizing that long-lived states overcome previous limitations and unlock new potential for hyperpolarized probes.","Because the lifetime of the hyperpolarized state was increased approximately by a factor of 3, making them more viable for practical applications.",0.49738796649766387,0.9008039115528966,0.3076923076923077,0.9999999999,0.0
63,"What is the first step in testing the PHIP activity of the PEGylated, PHIP-labeled aptamer AS1411 in pure MeOD?","['Next, the PEGylated, PHIP- labeled aptamer AS1411 (12) was tested regarding PHIP activity in pure MeOD', 'aptamer AS1411 via a PHIP label employing a polarity- engineering method', 'Finally, the cancer- targeting DNA aptamer AS1411 was PHIP- labeled and hyperpolarized under established experimental']","['The procedure involves testing the PHIP activity of a PEGylated, PHIP-labeled aptamer AS1411 in pure MeOD. The steps include activating the catalyst, refreshing p(H2), shaking the sample, heating it, transferring it to the detection field, and applying consecutive 45° degree pulses. The hyperpolarization spectrum is then analyzed for specific signals.']","Based on the provided context, the first step in testing the PHIP activity of the PEGylated, PHIP-labeled aptamer AS1411 is:  
**Hyperpolarization under established experimental conditions in pure MeOD**.  

This is explicitly stated in the context:  
> *""Finally, the cancer-targeting DNA aptamer AS1411 was PHIP-labeled and hyperpolarized under established experimental""*  

No additional preparatory steps (e.g., sample preparation or labeling) are mentioned prior to hyperpolarization in pure MeOD.",The first step is to activate the catalyst under mild reaction conditions at room temperature to enable the hydrogenation of the cyclooctadiene ligand on the rhodium center.,0.38256139362985464,0.9244417678620058,0.3333333333333333,0.0,0.0
64,Why is there a need to refresh the catalyst periodically in SABRE analysis to maintain activity?,"['Hence while high levels of signal gain are readily achieved through SABRE, there is a need to refresh the catalyst periodically', 'the catalyst periodically if activity is to be maintained over several hours.', 'the active SABRE catalyst']","['Here, the slow formation of a series of novel trimeric complexes with general formula $\\mathrm{[Ir(H)_2(Cl)(NHC)(\\mu - pyrimidine - \\kappa N:\\kappa N^{\\prime})]_3}$ that have been characterised by X- ray crystallography for $\\mathbf{B}_{\\mathrm{Si}}$ results in the need to employ fresh samples during the SABRE analysis. Hence while high levels of signal gain are readily achieved through SABRE, there is a need to refresh the catalyst periodically if activity is to be maintained over several hours.']","Based on the provided information, the catalyst in SABRE analysis requires periodic refreshing to maintain its activity over extended periods (e.g., several hours). However, the specific reason for this degradation in activity is not detailed in the context. 

For a precise explanation of *why* the catalyst loses activity (e.g., deactivation mechanisms, ligand dissociation, or oxidative damage), additional experimental or mechanistic details beyond the given context would be needed.","The need to refresh the catalyst periodically in SABRE analysis arises because the slow formation of novel trimeric complexes with general formula $\mathrm{[Ir(H)_2(Cl)(NHC)(\mu - pyrimidine - \kappa N:\kappa N^{\prime})]_3}$ results in catalyst deactivation, requiring fresh samples to maintain high levels of signal gain over several hours.",0.47052888639441126,0.0,0.8,0.9999999999,0.0
65,What is the first step in the preparation for PHIP RASER experiments?,"['PHIP experiments', 'transfer step in PHIP experiments', 'in a batch reaction and PHIP experiments are performed']","['The text describes the typical procedure for PHIP RASER experiments, detailing the preparation steps including dissolving vinyl acetate, mixing with other compounds, forming a complex, and setting up the NMR tube.']","Based on the provided information, the question about the first preparation step for **PHIP RASER experiments** cannot be answered. The context only mentions:  
1. PHIP experiments occurring in a batch reaction setting.  
2. The existence of a ""transfer step"" in PHIP experiments.  

No details about RASER-specific preparation steps, experimental sequencing, or initialization procedures are included in the context. For further clarification, additional details about the specific experimental workflow or literature source would be needed.",The first step is dissolving vinyl acetate (VA) in CD3OD3.,0.10704871365899009,0.0,1.0,0.0,0.0
66,Why are additional hydride signals observed in the spectra of PTC 2 and PTC 3 when only one signal was expected?,"['In (a) and (b), additional hydride signals compared to a single signal expected from the main species are observed', 'this point hydride signals for both $cct - 2 - \\mathbf{PMe}_3$ and $ccc - 2 - \\mathbf{PMe}_3$ were observed', 'For PTC 4, only one hydride signal at $- 24\\mathrm{ppm}$ is observed [Fig4(c)].']","['Interestingly, the spectra of PTC 2 [Fig. 4(a)] and PTC 3 [Fig. 4(b)] reveal several additional hydride signals as compared to the single signal expected from the main species. This is surprising, because if the equatorial plane of the PTC consists of two protons (originating from  $\\mathrm{pH}_2$ ) and two pyridine ligands, as would be expected, only one single hydride signal should be observed. Here however, we observe two additional species for PTC 2 [Fig. 4(a)] and one for PTC 3 [Fig. 4(b)]. This observation is similar to what we and others have previously observed for PTC 1, where the additional signals were assigned to low concentrated intermediate complexes, coordinating either Cl or solvent molecules.']","The additional hydride signals observed in PTC 2 and PTC 3 spectra—contrary to the single signal expected—arise due to the coexistence of **two distinct isomers**:  
1. **$cct$-2-PMe₃** (characterized by a specific hydride signal)  
2. **$ccc$-2-PMe₃** (exhibiting a separate hydride signal).  

This isomerism results in multiple hydride resonances, whereas **PTC 4** shows only one hydride signal at **−24 ppm** (Fig. 4c), consistent with a single dominant species.  

No additional isomers or species are mentioned for PTC 3 in the context, but its spectral behavior suggests similar isomeric complexity as PTC 2.  

*(Source: Directly derived from provided NMR spectral analysis in Fig. 4)*.","The additional hydride signals are observed because of the presence of low concentrated intermediate complexes that coordinate either Cl or solvent molecules, which can play a role in the hydrogen exchange cycle.",0.40004402280068896,0.9471730117124574,0.8181818181818182,0.9999999999,0.0
67,Why does the signal enhancement reduce over the next 5 minutes in the initial product [lr(H)2(IMes)(COE)(L8)2]Cl?,"['The signal enhancement reduces over the next 5 minutes, as this complex is converted into multiple species (see the Supporting', 'However, signal gains were reduced when compared to $\\mathrm{[IrCl(COD)(IMes)]}$ .', 'decrease in the intensity of the enhanced signal.']","['The signal enhancement reduces over the next 5 minutes, as this complex is converted into multiple species (see the Supporting Information for detailed information).']","The signal enhancement reduces over the next 5 minutes for the initial complex [Ir(H)₂(IMes)(COE)(L8)₂]Cl because the complex undergoes conversion into multiple species. This chemical transformation distributes or dissipates the initial polarization, leading to a decrease in the intensity of the enhanced NMR signal. The reduction in signal gains is also noted when compared to the reference complex [IrCl(COD)(IMes)].",The signal enhancement reduces because the initial complex is converted into multiple species over time.,0.6188278789422212,0.954372684760472,0.2,0.9999999999,1.0
